hr_code,full_name,structure_name,position,status,manager_id,tenure,termination_date,employee_cost
HR000325,Rachel Johnson,Customer Support,Support Specialist,Active,E000131,10,,116156.77
CV000326,Cynthia Anderson,Finance & Accounting,Financial Analyst,Active,E000022,2,,91832.48
E000327,Stephanie Phillips,Finance & Accounting,Accountant,Active,E000307,8,,77757.44
EMP000328,Donna Torres,Marketing,CMO,Active,,0,,373035.88
HR000329,Nicholas Edwards,Engineering,QA Engineer,Active,HR000281,12,,127429.25
E000330,Elizabeth Lopez,Executive Management,General Manager,Active,CV000311,3,,190948.78
HR000331,Brandon Parker,Research & Development,Research Scientist,Active,EMP000216,0,,69514.85
EMP000332,Carolyn Collins,Executive Management,Vice President,Active,,1,,298068.82
HR000333,Jonathan Thompson,Engineering,Tech Lead,Active,HR000046,10,,209641.0
CV000334,Patricia Rodriguez,Finance & Accounting,Accountant,Terminated,EMP000268,8,2025-10-13,71880.87
EMP000335,Stephanie Gonzalez,IT Operations,IT Specialist,Active,E000262,4,,101074.51
E000336,Catherine Hill,Marketing,CMO,Active,,25,,460838.26
CV000337,Kimberly Allen,Engineering,Staff Engineer,Active,CV000031,0,,113900.63
E000338,Sandra Hall,Engineering,Engineering Manager,Active,CV000095,5,,174392.16
E000339,Christopher Edwards,IT Operations,Network Engineer,Active,HR000023,4,,76696.34
E000340,Helen Clark,Customer Support,Support Team Lead,Active,HR000292,0,,197571.01
EMP000341,Charles Johnson,Finance & Accounting,Senior Accountant,Terminated,HR000111,1,2024-08-08,138654.76
EMP000342,Edward Williams,Human Resources,Talent Acquisition Lead,Active,E000131,7,,162497.13
E000343,Elizabeth Davis,Finance & Accounting,Controller,Active,E000307,20,,119980.16
HR000344,Kenneth Nelson,Human Resources,HR Manager,Active,E000306,15,,179300.84
E000345,Mark Allen,Customer Support,Technical Support Agent,Active,CV000150,1,,48560.16
HR000346,Carolyn Robinson,Executive Management,Executive Assistant,Active,CV000108,3,,60760.38
HR000347,Jack Morris,Research & Development,R&D Director,Active,,0,,395543.12
HR000348,Dorothy Smith,Executive Management,Chief of Staff,Active,EMP000215,3,,129855.49
CV000349,Helen Taylor,Human Resources,Talent Acquisition Lead,Terminated,HR000111,0,2024-07-21,183795.77
CV000350,Raymond Edwards,Marketing,Marketing Analyst,Terminated,EMP000273,1,2025-04-14,80859.34
HR000351,Joseph Scott,Product Management,Senior Product Manager,Terminated,HR000025,10,2024-06-27,181672.1
E000352,Gregory Anderson,Sales,Account Executive,Active,E000059,6,,70265.96
CV000353,Frank King,Customer Support,Customer Success Manager,Terminated,EMP000071,0,2024-03-18,174443.51
E000354,Paul Brown,Research & Development,ML Engineer,Active,E000044,2,,82724.92
HR000355,William Taylor,Human Resources,CHRO,Active,,1,,506625.42
HR000356,Lisa Carter,IT Operations,IT Specialist,Terminated,E000107,7,2025-02-23,96275.17
EMP000357,Jessica Campbell,Executive Management,CEO,Terminated,,0,2025-01-18,518059.52
EMP000358,Sandra Nelson,Finance & Accounting,Financial Analyst,Active,HR000111,8,,103961.22
E000359,Kimberly Davis,Finance & Accounting,Controller,Active,CV000276,4,,71838.68
E000360,Raymond Young,Research & Development,Research Engineer,Terminated,HR000267,0,2025-03-20,88098.37
CV000361,Christine Parker,Product Management,Product Owner,Terminated,HR000291,0,2023-12-08,61119.83
E000362,Nicole King,Research & Development,Research Scientist,Terminated,EMP000215,4,2025-04-02,99530.74
CV000363,Stephanie Rivera,Sales,Sales Manager,Active,EMP000018,5,,174154.46
E000364,Anthony Torres,Customer Support,Support Specialist,Active,HR000042,4,,82400.0
E000365,Debra Thompson,Marketing,Content Manager,Terminated,CV000293,1,2024-05-21,155783.29
EMP000366,Maria Thompson,Customer Support,Support Team Lead,Terminated,EMP000169,9,2025-01-23,192655.93
E000367,Benjamin Sanchez,Marketing,Marketing Analyst,Active,CV000302,3,,82098.04
HR000368,Charles Lee,Sales,Sales Representative,Active,E000139,1,,57243.44
CV000369,Helen Hall,Engineering,Senior Software Engineer,Active,E000338,0,,136161.38
HR000370,Timothy Miller,Product Management,Associate Product Manager,Active,EMP000021,4,,206618.42
CV000371,Patricia Young,IT Operations,IT Manager,Active,CV000067,20,,185622.36
E000372,Rebecca Scott,Human Resources,HR Business Partner,Active,CV000252,1,,57243.54
HR000373,Sharon White,Marketing,Content Manager,Active,E000336,1,,199280.52
EMP000374,Nicholas Rivera,Finance & Accounting,Bookkeeper,Active,EMP000167,1,,60196.34
HR000375,Helen Lewis,Finance & Accounting,Bookkeeper,Active,CV000299,2,,55239.48
HR000376,Gregory Thompson,Engineering,Engineering Manager,Active,CV000227,1,,194761.05
E000377,Margaret Nelson,Finance & Accounting,Financial Analyst,Active,CV000299,3,,83464.0
HR000378,Brandon Brown,Marketing,Marketing Analyst,Terminated,CV000304,0,2025-05-17,83415.51
CV000379,Daniel Johnson,Finance & Accounting,CFO,Active,,0,,586536.78
HR000380,Rachel Walker,Customer Support,Customer Success Manager,Active,CV000226,1,,144541.16
EMP000381,Stephanie Gonzalez,IT Operations,DevOps Engineer,Active,EMP000199,21,,133277.91
HR000382,Susan Hernandez,Sales,Sales Analyst,Active,CV000271,0,,74187.92
HR000383,Benjamin Flores,Finance & Accounting,Senior Accountant,Active,HR000081,3,,109718.11
E000384,Jeffrey Johnson,Executive Management,Director,Active,,13,,591005.94
CV000385,Susan Thompson,Customer Support,Escalation Specialist,Active,HR000380,3,,89830.92
EMP000386,Jessica Nelson,Human Resources,HR Specialist,Active,E000138,2,,76646.31
CV000387,Linda Murphy,Finance & Accounting,CFO,Active,,6,,393763.84
CV000388,Andrew Lee,Customer Support,Support Team Lead,Terminated,CV000276,7,2025-11-08,188445.18
E000389,Kenneth Scott,Finance & Accounting,Bookkeeper,Terminated,CV000379,2,2025-09-02,65717.66
CV000390,Samuel Lee,Sales,Sales Analyst,Terminated,CV000363,0,2024-01-02,76547.04
EMP000391,Nicholas White,Sales,Account Executive,Active,E000043,0,,62847.12
HR000392,Timothy Wilson,Engineering,Tech Lead,Active,E000130,0,,186954.64
E000393,Stephanie Williams,Customer Support,Technical Support Agent,Active,E000229,4,,61137.82
CV000394,Rachel Smith,Research & Development,Research Engineer,Active,EMP000192,2,,77055.43
CV000395,Frank Roberts,Finance & Accounting,Senior Accountant,Terminated,CV000290,5,2025-03-15,133421.61
CV000396,Anna Jackson,Product Management,Associate Product Manager,Active,E000152,1,,160665.42
EMP000397,Thomas King,Sales,Regional Sales Director,Active,,3,,364676.25
HR000398,Jason Flores,Marketing,Brand Manager,Active,E000250,6,,198143.15
CV000399,Patrick Lee,Sales,Sales Analyst,Active,CV000089,0,,90784.63
EMP000400,Karen Jackson,Human Resources,HR Specialist,Active,EMP000021,1,,77831.09
HR000401,Scott King,Product Management,Associate Product Manager,Active,HR000029,0,,152228.75
EMP000402,Melissa Williams,Customer Support,Support Specialist,Active,CV000276,5,,72661.64
CV000403,Dennis Green,Sales,Sales Analyst,Active,EMP000397,3,,94338.71
E000404,Gregory Young,Executive Management,General Manager,Active,HR000102,2,,168800.81
HR000405,Christopher Jackson,Customer Support,Support Team Lead,Active,CV000226,25,,237362.34
CV000406,Sarah Parker,Marketing,Content Manager,Active,CV000311,14,,192032.73
E000407,Carol Lee,Research & Development,Data Scientist,Active,E000034,6,,82979.76
CV000408,Brenda Collins,Research & Development,ML Engineer,Active,HR000316,5,,78875.08
HR000409,Matthew Wilson,Marketing,Marketing Analyst,Active,EMP000240,11,,124125.99
E000410,Catherine Baker,Executive Management,Vice President,Active,,5,,383376.21
EMP000411,Ashley Collins,Customer Support,Support Team Lead,Terminated,E000024,1,2025-11-24,176228.78
CV000412,Barbara Lee,Marketing,Content Manager,Active,HR000288,6,,172024.81
HR000413,Carol Rivera,Customer Support,Customer Success Manager,Active,CV000108,1,,144291.54
CV000414,Rachel Moore,IT Operations,System Administrator,Active,E000092,5,,62864.54
E000415,Kathleen Hernandez,Sales,Sales Analyst,Active,CV000089,5,,108607.78
HR000416,Barbara Stewart,Marketing,Marketing Specialist,Active,EMP000071,0,,85321.19
E000417,Donna Rivera,Engineering,Tech Lead,Active,CV000299,4,,143511.43
CV000418,Gary Lee,Customer Support,Support Specialist,Terminated,CV000252,5,2024-01-30,87398.55
EMP000419,Kevin Scott,Sales,Account Executive,Active,E000139,10,,78744.46
E000420,Rachel Harris,Marketing,Digital Marketing Manager,Terminated,E000174,8,2024-12-13,210546.45
EMP000421,Gary Jackson,Product Management,Product Manager,Terminated,E000152,12,2025-07-24,175986.3
E000422,William Lopez,Marketing,Marketing Specialist,Active,E000010,0,,88366.3
HR000423,Christopher Nguyen,Finance & Accounting,CFO,Terminated,,10,2025-09-10,407180.82
HR000424,Alexander Garcia,Sales,Regional Sales Director,Terminated,,7,2025-01-08,376262.72
HR000425,Betty Rivera,Finance & Accounting,Bookkeeper,Active,E000022,6,,74261.82
HR000426,Karen Stewart,Human Resources,HR Business Partner,Active,E000131,18,,111256.17
E000427,Ronald Green,Executive Management,General Manager,Active,EMP000216,4,,160031.45
EMP000428,Maria Hernandez,Engineering,Software Engineer,Terminated,E000338,0,2024-09-02,86987.43
CV000429,Kenneth Nguyen,Marketing,CMO,Active,,5,,380751.66
CV000430,Amy Martin,Finance & Accounting,Financial Analyst,Active,CV000387,3,,80813.16
E000431,Dorothy Cook,Research & Development,Research Engineer,Active,HR000281,10,,93868.4
HR000432,Samantha Martinez,Research & Development,ML Engineer,Active,CV000211,0,,84853.16
CV000433,John Sanchez,Finance & Accounting,Senior Accountant,Active,CV000299,1,,119275.02
E000434,Sharon Edwards,Customer Support,Support Team Lead,Active,HR000267,17,,224832.61
HR000435,Donald King,Finance & Accounting,Senior Accountant,Active,CV000379,2,,111912.22
E000436,Carol Campbell,Marketing,CMO,Terminated,,9,2024-09-01,612759.89
E000437,Ashley Wilson,Marketing,CMO,Active,,1,,431378.01
HR000438,Rachel Gonzalez,Customer Support,Customer Success Manager,Active,E000179,7,,212308.51
E000439,Pamela Walker,Sales,Sales Manager,Active,EMP000071,3,,187586.96
E000440,Jeffrey Harris,IT Operations,DevOps Engineer,Active,CV000067,6,,101698.17
EMP000441,Helen Walker,Human Resources,Recruiter,Active,HR000154,7,,78587.3
HR000442,Janet Brown,IT Operations,Security Analyst,Active,HR000023,8,,105240.58
CV000443,Andrew Johnson,Sales,Business Development Rep,Active,E000100,5,,64086.87
EMP000444,Susan Cook,Product Management,Product Analyst,Terminated,HR000038,1,2025-11-15,81512.6
E000445,Kenneth Scott,Finance & Accounting,Financial Analyst,Terminated,CV000163,0,2025-10-28,76250.87
EMP000446,Pamela Carter,Executive Management,Director,Active,,10,,545434.74
CV000447,Thomas Martinez,Engineering,QA Engineer,Active,EMP000266,0,,67755.78
EMP000448,Anna Brown,Human Resources,Talent Acquisition Lead,Active,E000156,5,,152308.78
HR000449,Sandra Thomas,Sales,Business Development Rep,Terminated,EMP000301,5,2025-06-29,65600.3
EMP000450,Dorothy Harris,Research & Development,Research Scientist,Active,CV000299,3,,71943.23
HR000451,Justin Williams,IT Operations,Network Engineer,Active,E000107,4,,92111.95
HR000452,Benjamin Mitchell,Executive Management,General Manager,Active,EMP000448,1,,159437.99
EMP000453,Kimberly Sanchez,Engineering,Engineering Manager,Terminated,E000417,1,2024-11-01,173793.38
E000454,Matthew Carter,Executive Management,CEO,Active,,6,,537546.74
CV000455,Cynthia Brown,IT Operations,Security Analyst,Active,HR000023,11,,106562.55
HR000456,Janet Lee,Finance & Accounting,Controller,Active,E000100,4,,62155.7
EMP000457,Brandon Miller,Sales,Sales Representative,Active,CV000226,4,,76793.07
EMP000458,George Wilson,IT Operations,IT Specialist,Active,E000107,6,,86873.21
CV000459,Karen Taylor,Finance & Accounting,Senior Accountant,Active,E000338,0,,137859.12
CV000460,Emily Johnson,Executive Management,Chief of Staff,Terminated,CV000243,0,2024-07-11,104696.4
E000461,Rebecca Lopez,Sales,Sales Analyst,Terminated,CV000213,11,2024-01-15,124728.29
CV000462,Donald Hall,Finance & Accounting,Accountant,Active,CV000406,25,,95970.39
HR000463,Alexander Edwards,Sales,Sales Manager,Active,CV000089,2,,167330.22
CV000464,Catherine Green,Marketing,Brand Manager,Terminated,HR000281,0,2024-01-14,162723.89
E000465,Melissa Ramirez,Engineering,QA Engineer,Terminated,HR000376,1,2025-10-20,94516.86
HR000466,Scott Perez,Human Resources,CHRO,Active,,8,,564234.73
E000467,Barbara Evans,Research & Development,Research Scientist,Terminated,E000044,23,2025-04-14,140110.92
EMP000468,Jessica Lee,Marketing,Marketing Analyst,Active,CV000302,13,,122681.97
E000469,Benjamin Adams,Finance & Accounting,Senior Accountant,Active,CV000299,8,,129798.65
HR000470,Dennis Sanchez,Product Management,Senior Product Manager,Active,EMP000021,3,,192094.13
HR000471,Jerry Baker,Engineering,Software Engineer,Terminated,HR000333,1,2024-11-14,81059.55
EMP000472,Sharon Flores,Executive Management,Chief of Staff,Active,CV000363,5,,138993.65
EMP000473,Rachel Walker,Research & Development,Principal Scientist,Active,HR000347,7,,137838.44
HR000474,Kimberly Wright,Engineering,Software Engineer,Active,HR000333,1,,87100.22
EMP000475,Jennifer Lee,Product Management,Associate Product Manager,Active,EMP000021,7,,167623.87
EMP000476,Elizabeth Allen,Customer Support,Support Team Lead,Terminated,HR000413,1,2024-04-12,188721.64
HR000477,Nancy Morris,Finance & Accounting,Financial Analyst,Terminated,CV000379,9,2024-07-23,97250.31
EMP000478,Timothy Roberts,Customer Support,Support Team Lead,Terminated,HR000438,0,2024-09-03,153804.93
EMP000479,Charles Rodriguez,Customer Support,Escalation Specialist,Active,HR000042,4,,85505.05
CV000480,Kathleen Williams,Product Management,Product Analyst,Active,HR000370,4,,76333.3
HR000481,Thomas Davis,Sales,Account Executive,Terminated,CV000363,0,2024-01-30,48930.34
EMP000482,Jessica Scott,Sales,Account Executive,Terminated,CV000213,1,2025-11-20,62033.53
EMP000483,Emma King,Sales,Sales Manager,Active,E000161,10,,212192.45
HR000484,Timothy Scott,Human Resources,HR Specialist,Terminated,HR000042,0,2025-09-19,80296.04
CV000485,Benjamin Carter,Research & Development,R&D Director,Active,,2,,419518.48
CV000486,Matthew Nelson,Marketing,Brand Manager,Active,E000340,2,,152075.96
EMP000487,Donald Hill,Human Resources,HR Manager,Terminated,EMP000448,3,2024-02-15,176937.86
E000488,Emily Sanchez,Product Management,Product Analyst,Active,EMP000446,5,,92611.27
E000489,Angela Young,Research & Development,R&D Director,Active,,4,,531027.45
HR000490,Frank Young,Marketing,Marketing Analyst,Active,EMP000273,3,,80835.98
HR000491,Dorothy Murphy,IT Operations,Security Analyst,Active,CV000371,1,,74200.08
HR000492,Jerry Hall,Product Management,Senior Product Manager,Active,HR000401,5,,179109.18
E000493,Patrick Campbell,Product Management,VP of Product,Active,,1,,347712.9
CV000494,Ronald Walker,Product Management,Associate Product Manager,Active,HR000041,3,,154379.2
CV000495,William Gonzalez,Product Management,Product Analyst,Active,HR000470,3,,92952.63
E000496,Jacob Ramirez,Research & Development,ML Engineer,Terminated,E000034,0,2025-09-22,75840.05
E000497,Stephen Wright,Product Management,Senior Product Manager,Active,HR000029,7,,201531.17
E000498,Sharon Thomas,IT Operations,Network Engineer,Terminated,CV000067,4,2024-05-15,83567.01
CV000499,Charles Phillips,Research & Development,Data Scientist,Active,CV000211,3,,74416.52
E000500,Donald Robinson,Executive Management,Vice President,Terminated,,11,2024-01-15,328608.36
CV000501,Emma Collins,Executive Management,Chief of Staff,Active,HR000260,2,,137056.42
CV000502,Jonathan Carter,Product Management,Senior Product Manager,Terminated,HR000370,10,2024-07-01,210101.54
HR000503,Nicole Wilson,Marketing,Content Manager,Active,EMP000328,6,,195136.46
EMP000504,Sandra Harris,Executive Management,Chief of Staff,Active,CV000101,16,,166316.66
E000505,Pamela Thompson,Marketing,Brand Manager,Active,HR000373,0,,161172.93
HR000506,Lisa Hernandez,IT Operations,Security Analyst,Active,CV000276,5,,102795.32
E000507,Alexander Murphy,Customer Support,Support Specialist,Active,CV000226,4,,82934.33
CV000508,Mark Clark,Product Management,Senior Product Manager,Active,E000152,3,,142349.86
E000509,Lisa Thomas,Sales,Account Executive,Active,EMP000483,4,,67073.11
EMP000510,Christopher Wright,Customer Support,Technical Support Agent,Terminated,HR000438,7,2024-07-04,63492.58
CV000511,Sarah Hernandez,Sales,Regional Sales Director,Terminated,,0,2025-03-26,565422.07
CV000512,Alexander Davis,IT Operations,Network Engineer,Active,HR000023,5,,82057.36
CV000513,Brenda Wright,Research & Development,Principal Scientist,Active,E000417,3,,126768.65
CV000514,Nicholas Edwards,Finance & Accounting,Senior Accountant,Active,E000100,8,,137301.21
HR000515,Deborah Martin,Marketing,Marketing Specialist,Active,E000156,1,,67378.65
HR000516,Stephanie Thomas,Customer Support,Support Specialist,Active,HR000413,11,,108968.2
CV000517,Sarah Clark,Sales,Account Executive,Active,E000059,14,,109572.02
HR000518,Scott Jackson,Marketing,Marketing Analyst,Active,HR000042,4,,100764.92
E000519,Angela Hernandez,Sales,Sales Representative,Active,EMP000135,0,,50392.17
EMP000520,Amanda Flores,Marketing,Digital Marketing Manager,Active,HR000344,2,,177198.38
E000521,Christopher Cook,Research & Development,ML Engineer,Active,E000044,5,,98574.92
HR000522,Sandra Williams,Sales,Sales Manager,Active,EMP000483,0,,159286.31
HR000523,Brenda Torres,Product Management,Senior Product Manager,Active,HR000492,0,,190118.85
E000524,Jessica Garcia,Finance & Accounting,Financial Analyst,Active,CV000200,4,,104353.48
E000525,Shirley Martinez,Executive Management,Executive Assistant,Active,E000454,5,,76127.81
HR000526,Janet Sanchez,Sales,Sales Analyst,Active,EMP000135,1,,71421.16
EMP000527,Ryan Morris,Customer Support,Support Specialist,Terminated,HR000380,5,2024-07-28,89937.79
CV000528,Linda Ramirez,Research & Development,Research Engineer,Terminated,EMP000077,0,2024-07-22,65917.87
EMP000529,Emma Wilson,Research & Development,Research Engineer,Active,E000044,9,,101973.6
EMP000530,David Turner,Sales,Account Executive,Terminated,E000489,3,2025-10-11,54302.19
E000531,Nancy Williams,Customer Support,Customer Success Manager,Terminated,E000262,20,2025-01-19,222667.0
CV000532,Robert Nguyen,Engineering,Software Engineer,Active,HR000333,4,,83338.88
EMP000533,Paul Nguyen,Product Management,Associate Product Manager,Active,EMP000475,9,,187681.89
E000534,Nicole Anderson,Product Management,Product Manager,Active,EMP000475,2,,145751.09
EMP000535,Katherine Rivera,Research & Development,Research Engineer,Active,HR000316,8,,110299.96
HR000536,Michael Nguyen,Engineering,Senior Software Engineer,Active,CV000246,0,,101719.71
CV000537,Sharon Clark,Engineering,Engineering Manager,Active,EMP000169,5,,195273.04
CV000538,Brian Jones,Sales,Sales Representative,Active,EMP000332,9,,80756.47
EMP000539,Laura Rodriguez,Marketing,CMO,Active,,17,,468556.94
E000540,Steven Clark,Engineering,Staff Engineer,Active,E000417,10,,118582.27
HR000541,Patrick Lopez,Research & Development,Research Scientist,Active,CV000271,7,,105682.49
EMP000542,Christopher Perez,Human Resources,HR Manager,Active,HR000154,3,,209391.69
CV000543,Janet Nguyen,Human Resources,HR Manager,Active,E000306,3,,142150.6
E000544,Nicole Torres,IT Operations,DevOps Engineer,Active,E000024,9,,90453.21
CV000545,Kimberly Smith,Human Resources,Recruiter,Active,E000306,0,,53985.0
EMP000546,Nicholas Collins,Product Management,Associate Product Manager,Active,CV000494,5,,183078.69
E000547,Timothy Scott,Marketing,Content Manager,Active,CV000244,3,,183657.43
EMP000548,Raymond Jackson,Product Management,Product Analyst,Terminated,CV000311,0,2024-05-26,86874.85
EMP000549,Christopher Collins,Engineering,Software Engineer,Active,CV000207,15,,112589.65
HR000550,Angela Davis,Finance & Accounting,CFO,Active,,4,,451348.74
E000551,Betty Wright,Product Management,VP of Product,Terminated,,0,2025-07-06,370656.3
CV000552,Eric Evans,Human Resources,Recruiter,Active,CV000252,3,,67679.69
CV000553,Nicholas Roberts,Research & Development,Data Scientist,Active,E000034,0,,79502.69
E000554,Deborah Lee,Marketing,Content Manager,Active,E000010,11,,160465.99
E000555,Rebecca Mitchell,Sales,Sales Manager,Active,CV000363,9,,204045.62
HR000556,Brandon Phillips,Sales,Business Development Rep,Terminated,HR000522,1,2025-01-29,63567.41
E000557,Deborah Martinez,Product Management,Product Owner,Terminated,HR000492,9,2025-02-14,95666.18
E000558,Alexander Garcia,Customer Support,Escalation Specialist,Active,CV000226,4,,88688.52
E000559,Daniel Torres,IT Operations,Security Analyst,Terminated,HR000401,8,2023-12-04,88999.76
EMP000560,Susan Morris,Research & Development,Research Scientist,Active,HR000011,1,,71044.95
HR000561,Richard Morris,Finance & Accounting,Accountant,Terminated,E000307,3,2024-12-25,62506.06
HR000562,Samuel Murphy,Executive Management,CEO,Active,,10,,381828.15
CV000563,Jack Evans,Human Resources,Recruiter,Active,HR000154,22,,88692.11
EMP000564,Eric Jackson,Marketing,Content Manager,Active,CV000244,2,,199115.32
EMP000565,Kimberly Adams,Executive Management,Chief of Staff,Active,EMP000533,0,,121583.18
E000566,Thomas Rivera,Sales,Account Executive,Active,CV000089,25,,134369.06
E000567,Larry Smith,IT Operations,IT Manager,Active,EMP000222,0,,158934.91
E000568,Rebecca Harris,Human Resources,CHRO,Terminated,,1,2024-10-30,567265.3
CV000569,Raymond Edwards,IT Operations,IT Specialist,Active,EMP000222,3,,72611.39
E000570,Margaret Clark,Engineering,Tech Lead,Terminated,E000417,0,2024-08-24,159830.66
HR000571,Katherine Anderson,Finance & Accounting,Senior Accountant,Active,HR000081,5,,126713.74
E000572,Deborah Anderson,Human Resources,HR Business Partner,Active,EMP000182,5,,59300.44
HR000573,Catherine Sanchez,Sales,Sales Representative,Active,EMP000483,4,,62902.98
EMP000574,Shirley Smith,Customer Support,Support Specialist,Terminated,HR000042,1,2025-05-25,84495.45
E000575,Janet Carter,Research & Development,ML Engineer,Terminated,HR000316,5,2025-03-27,81203.42
HR000576,Kevin Thompson,Finance & Accounting,Senior Accountant,Terminated,CV000387,3,2024-05-03,121845.95
HR000577,Edward Collins,Sales,Account Executive,Active,CV000363,3,,67482.19
EMP000578,Susan Williams,Product Management,Product Manager,Active,EMP000475,12,,227211.41
EMP000579,Ashley Flores,Engineering,Software Engineer,Active,CV000191,8,,105764.33
E000580,Margaret Turner,Research & Development,ML Engineer,Active,HR000011,0,,71879.88
HR000581,Maria Lewis,Human Resources,CHRO,Active,,0,,595176.23
EMP000582,Jack Williams,Customer Support,Technical Support Agent,Terminated,E000284,8,2025-07-18,66062.31
CV000583,Patrick Murphy,IT Operations,DevOps Engineer,Active,CV000067,4,,87029.14
CV000584,Charles White,Sales,Sales Analyst,Terminated,CV000089,0,2025-06-28,77610.7
CV000585,Jason Anderson,Customer Support,Customer Success Manager,Active,HR000380,6,,209432.67
E000586,Scott Wright,Executive Management,Vice President,Active,,15,,376888.9
EMP000587,Kimberly Hill,IT Operations,IT Manager,Active,E000567,8,,169108.85
HR000588,Michael Anderson,Human Resources,HR Specialist,Terminated,E000092,4,2025-06-01,93646.51
HR000589,Donald Murphy,Sales,Sales Analyst,Terminated,EMP000071,9,2024-12-27,90511.26
EMP000590,Robert Ramirez,Finance & Accounting,Senior Accountant,Active,HR000081,0,,126444.9
EMP000591,Janet Green,Human Resources,HR Specialist,Active,EMP000199,6,,82801.15
E000592,David Lee,Customer Support,Escalation Specialist,Active,EMP000309,0,,79423.4
E000593,Benjamin Mitchell,Executive Management,Director,Active,,6,,449071.84
EMP000594,Kimberly Hernandez,Engineering,QA Engineer,Active,HR000392,8,,103897.12
E000595,Daniel Evans,Product Management,Associate Product Manager,Terminated,HR000470,4,2024-01-25,162900.85
HR000596,Timothy Thompson,Marketing,Marketing Specialist,Terminated,EMP000520,2,2024-10-06,85964.62
EMP000597,Angela Anderson,Marketing,Digital Marketing Manager,Terminated,EMP000273,5,2024-08-08,198672.58
HR000598,Margaret Thomas,Research & Development,Principal Scientist,Active,EMP000018,9,,146362.82
HR000599,William Brown,Product Management,Product Manager,Terminated,CV000494,13,2025-03-13,189693.59
HR000600,Amy Stewart,IT Operations,Security Analyst,Active,E000567,1,,73566.88
CV000601,Christopher Hall,Research & Development,Principal Scientist,Active,CV000211,5,,133237.45
E000602,George Campbell,Human Resources,Talent Acquisition Lead,Active,E000043,1,,186599.81
EMP000603,Lisa Thompson,Marketing,Digital Marketing Manager,Active,CV000304,10,,174075.93
EMP000604,Jacob Harris,Product Management,Product Analyst,Active,CV000387,7,,102972.58
EMP000605,Patrick Miller,Marketing,Content Manager,Active,CV000246,4,,152499.58
E000606,Jennifer Jackson,Sales,Sales Manager,Terminated,HR000261,1,2024-06-12,147958.57
EMP000607,Carolyn Davis,Research & Development,R&D Director,Active,,1,,377326.75
EMP000608,Scott Gonzalez,IT Operations,Security Analyst,Active,CV000371,0,,79777.43
CV000609,Jennifer Campbell,Engineering,Software Engineer,Active,CV000244,12,,112831.6
HR000610,James Murphy,Customer Support,Technical Support Agent,Active,E000434,8,,73544.17
EMP000611,Donald Hall,Research & Development,ML Engineer,Active,EMP000607,3,,81633.65
E000612,Ronald White,Executive Management,General Manager,Active,HR000102,0,,151785.95
HR000613,Jonathan Jackson,IT Operations,Network Engineer,Active,E000567,2,,95051.34
E000614,William Thomas,Finance & Accounting,Financial Analyst,Active,CV000537,2,,72439.82
CV000615,Eric Wright,Research & Development,R&D Director,Active,,0,,355313.55
EMP000616,Catherine Williams,Human Resources,CHRO,Active,,0,,456629.0
HR000617,Michael King,IT Operations,DevOps Engineer,Active,EMP000021,2,,74189.55
EMP000618,Daniel Roberts,IT Operations,DevOps Engineer,Active,E000107,11,,113849.43
EMP000619,Samantha Edwards,Finance & Accounting,Controller,Active,CV000299,7,,67370.03
HR000620,Joshua Morris,Human Resources,HR Specialist,Active,EMP000167,7,,112699.35
E000621,Jennifer Wilson,IT Operations,IT Manager,Active,EMP000587,2,,139633.45
HR000622,Andrew Jackson,Executive Management,Vice President,Active,,13,,356047.16
CV000623,Maria Hill,Executive Management,Executive Assistant,Active,EMP000607,14,,90270.34
EMP000624,Eric Jackson,Customer Support,Escalation Specialist,Active,E000179,7,,102713.22
HR000625,Patricia Roberts,Human Resources,HR Manager,Active,E000138,4,,202316.81
CV000626,Heather Martinez,Research & Development,Research Engineer,Active,HR000011,4,,80328.2
HR000627,Ronald Green,Engineering,Staff Engineer,Active,EMP000169,7,,120486.21
E000628,Christine Nelson,Executive Management,General Manager,Active,CV000097,5,,182899.82
HR000629,Brian Clark,Engineering,Senior Software Engineer,Active,E000161,11,,143494.56
CV000630,Christine Moore,Engineering,QA Engineer,Terminated,EMP000169,2,2024-07-27,81720.93
HR000631,Gregory Parker,Customer Support,Technical Support Agent,Terminated,EMP000077,8,2024-05-27,68756.16
HR000632,Justin Turner,Product Management,Associate Product Manager,Active,E000109,1,,193122.57
EMP000633,James Nelson,Human Resources,Talent Acquisition Lead,Active,CV000074,4,,170508.75
E000634,Raymond Gonzalez,Executive Management,General Manager,Active,EMP000273,8,,156957.17
CV000635,Andrew Green,Executive Management,Director,Active,,9,,482569.3
E000636,Samantha Martinez,Sales,Business Development Rep,Active,EMP000309,2,,55952.44
CV000637,Lisa Brown,Finance & Accounting,Senior Accountant,Terminated,HR000081,6,2024-07-17,131679.67
E000638,Linda Hernandez,Executive Management,CEO,Terminated,,13,2024-06-14,565671.62
CV000639,Matthew Gonzalez,IT Operations,IT Specialist,Active,E000107,1,,97000.28
HR000640,Ryan Smith,IT Operations,Network Engineer,Active,EMP000222,5,,78187.43
EMP000641,Sarah Robinson,Finance & Accounting,Bookkeeper,Active,EMP000035,4,,56185.01
EMP000642,Justin Lee,Sales,Account Executive,Active,E000306,9,,64652.32
HR000643,Jeffrey Wilson,Product Management,Product Manager,Active,E000567,2,,200074.6
